input_smiles,family,canonical_smiles,state_A_smiles,state_B_smiles,pair_valid,valid,passes_common_filter,filter_reason,molecular_weight,sa_score,qed,rotatable_bonds,pred_uv_lambda_nm,pred_uv_uncertainty_nm,reward_phototoxic_probability,reward_phototoxic_uncertainty,reward_toxicity_similarity,reward_toxicity_pass,pred_half_life_h,pred_half_uncertainty_log10_h,pred_delta_lambda_nm,reward,method_id,eval_uv_lambda_nm,eval_uv_uncertainty_nm,phototoxic_probability,phototoxic_uncertainty,phototoxic_upper_confidence,toxicity_similarity,toxicity_in_domain,known_phototoxic_match,toxicity_pass,eval_half_life_h,eval_half_uncertainty_log10_h,photoswitch_space_pass,toxicity_space_pass,target_A_pass,target_B_pass,joint_success,selection_score,final_status,PSS_pred,quantum_yield_pred,deltaH_kJ_mol,stored_energy_MJ_kg,rank_within_family
C1=CC=CC=C1/N=N/N=N/C=CC2=CC(O)=CC=C2Br,azo,Oc1ccc(Br)c(C=C/N=N/N=N/c2ccccc2)c1,Oc1ccc(Br)c(C=C/N=N/N=N/c2ccccc2)c1,Oc1ccc(Br)c(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,331.17300000000006,3.2091303842508534,0.6010431425237169,4.0,387.68598596049395,61.47830791204376,0.521229117937447,0.02174705129280144,0.2708333333333333,True,8.416707059638256,0.8625043555536271,49.49462623394561,0.2656884509968145,unified_conditional_rl,369.0989705694594,59.77843619986306,0.46139601570514743,0.024332198007513517,0.5014224814275072,0.2708333333333333,True,False,True,13.645429709996998,0.6573862929949943,True,True,True,True,True,0.3840769233330253,PASS_AZO_AND_TOXICITY_SCREEN,,,,,14
C1=CC=CC=C1/N=N/N=N\C=CC2=CC(O)=CC=C2Br,azo,Oc1ccc(Br)c(C=C/N=N\N=N\c2ccccc2)c1,Oc1ccc(Br)c(C=C/N=N/N=N/c2ccccc2)c1,Oc1ccc(Br)c(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,331.17300000000006,3.2091303842508534,0.6010431425237169,4.0,387.68598596049395,61.47830791204376,0.521229117937447,0.02174705129280144,0.2708333333333333,True,8.416707059638256,0.8625043555536271,49.49462623394561,0.2656884509968145,unified_conditional_rl,369.0989705694594,59.77843619986306,0.46139601570514743,0.024332198007513517,0.5014224814275072,0.2708333333333333,True,False,True,13.645429709996998,0.6573862929949943,True,True,True,True,True,0.3840769233330253,PASS_AZO_AND_TOXICITY_SCREEN,,,,,15
C1=CC=CC=C1/N=N/N=N/N=N\C=CC2=CC(Br)=CC=C2,azo,Brc1cccc(C=C\N=N/N=N/N=N/c2ccccc2)c1,Brc1cccc(C=C/N=N/N=N/N=N/c2ccccc2)c1,Brc1cccc(C=C\N=N/N=N/N=N/c2ccccc2)c1,True,True,True,ok,343.18800000000005,3.3003741415239816,0.4760162158118608,5.0,383.1840868151747,61.47830791204376,0.47918056948868193,0.023784239900917246,0.24390243902439024,True,8.93048417287515,0.8625043555536271,42.73855993715489,0.2720146308237957,unified_conditional_rl,367.6008282724709,59.77843619986306,0.40001388364565404,0.013546686405963574,0.42229818278346415,0.24390243902439024,True,False,True,15.794320618593071,0.6573862929949943,True,True,True,True,True,0.3823619123057141,PASS_AZO_AND_TOXICITY_SCREEN,,,,,16
C1=CC=CC=C1/N=N/C=CC2=CC(Br)=CC=C2,azo,Brc1cccc(C=C/N=N/c2ccccc2)c1,Brc1cccc(C=C/N=N/c2ccccc2)c1,Brc1cccc(C=C/N=N\c2ccccc2)c1,True,True,True,ok,287.16,2.4633158126097854,0.692733533347226,3.0,385.8715634885566,61.47830791204376,0.5302487972261474,0.025542080749896875,0.2631578947368421,True,8.93048417287515,0.8625043555536271,42.73855993715489,0.2684374529893976,unified_conditional_rl,370.5000230535973,59.77843619986306,0.4184782906488899,0.018186853811580136,0.44839566516893925,0.2631578947368421,True,False,True,15.794320618593071,0.6573862929949943,True,True,True,True,True,0.3817248187751145,PASS_AZO_AND_TOXICITY_SCREEN,,,,,17
COC1=CC=CC=C1C/N=N\C=CC2=CC(O)=CC=C2Br,azo,COc1ccccc1C/N=N\C=Cc1cc(O)ccc1Br,COc1ccccc1C/N=N/C=Cc1cc(O)ccc1Br,COc1ccccc1C/N=N\C=Cc1cc(O)ccc1Br,True,True,True,ok,347.212,2.8638066973552476,0.7911460655921542,5.0,380.69411330096295,61.47830791204376,0.5017473058021952,0.014671551903013969,0.2153846153846154,True,10.257917273338606,0.8625043555536271,63.046289192503195,0.2775060659264085,unified_conditional_rl,367.7394167872603,59.77843619986306,0.39293713021453347,0.021705194266478,0.4286421747828898,0.2153846153846154,True,False,True,16.96329803234403,0.6573862929949943,True,True,True,True,True,0.38130899400429574,PASS_AZO_AND_TOXICITY_SCREEN,,,,,18
CC1=CC=CC=C1/N/N=N/C=CC2=CC(O)=CC=N2,azo,Cc1ccccc1N/N=N/C=Cc1cc(O)ccn1,Cc1ccccc1N/N=N/C=Cc1cc(O)ccn1,Cc1ccccc1N/N=N\C=Cc1cc(O)ccn1,True,True,True,ok,254.29300000000003,3.0801183141538875,0.6471807573765611,4.0,375.4729613236532,61.47830791204376,0.5357143306143157,0.009739033525150475,0.17647058823529413,True,8.718956608921978,0.8625043555536271,55.08544369324147,0.27888618546739524,unified_conditional_rl,366.5588512208944,59.77843619986306,0.48299706428462635,0.022429187848269645,0.51989307829503,0.17647058823529413,True,False,True,9.564668489866333,0.6573862929949943,True,True,True,True,True,0.3806538630137424,PASS_AZO_AND_TOXICITY_SCREEN,,,,,19
C1=CC=CC=C1/N/N=N\C=CC2=CC(O)=CC=C2O,azo,Oc1ccc(O)c(C=C/N=N\Nc2ccccc2)c1,Oc1ccc(O)c(C=C/N=N/Nc2ccccc2)c1,Oc1ccc(O)c(C=C/N=N\Nc2ccccc2)c1,True,True,True,ok,255.27700000000002,2.7924556568112298,0.44391157699826894,4.0,364.6642980564163,61.47830791204376,0.5292799131207025,0.016723760570013384,0.2,True,9.867463913980862,0.8625043555536271,64.46302664024506,0.29595239677997315,unified_conditional_rl,368.7658918178682,59.77843619986306,0.43082645670752484,0.013711085308147896,0.4533811920394281,0.2,True,False,True,15.101268552428584,0.6573862929949943,True,True,True,True,True,0.3801977956264661,PASS_AZO_AND_TOXICITY_SCREEN,,,,,20
C1=CC=CC=C1/N/N=N/N=N/C=CC2=CC(Br)=CC=C2O,azo,Oc1ccc(Br)cc1C=C/N=N/N=N/Nc1ccccc1,Oc1ccc(Br)cc1C=C/N=N/N=N/Nc1ccccc1,Oc1ccc(Br)cc1C=C/N=N\N=N\Nc1ccccc1,True,True,True,ok,346.18800000000005,3.1621699760437707,0.5917385705665664,5.0,367.0148319649597,61.47830791204376,0.4967447839634492,0.02520762758665379,0.2037037037037037,True,7.333282857288754,0.8625043555536271,62.385274547734696,0.29255622953591115,unified_conditional_rl,371.3175197595389,59.77843619986306,0.4497689853424687,0.014548010759267097,0.47370046304146307,0.2037037037037037,True,False,True,11.207831910489297,0.6573862929949943,True,True,True,True,True,0.3789666002343804,PASS_AZO_AND_TOXICITY_SCREEN,,,,,21
C1=CC=CC=C1/N=N/C2=CC=CC=C2/N=N/C=CC3=CC(Br)=CC=C3O,azo,Oc1ccc(Br)cc1C=C/N=N/c1ccccc1/N=N/c1ccccc1,Oc1ccc(Br)cc1C=C/N=N/c1ccccc1/N=N/c1ccccc1,Oc1ccc(Br)cc1C=C/N=N\c1ccccc1/N=N/c1ccccc1,True,True,True,ok,407.27100000000013,2.9001898133503,0.44227005717842843,5.0,383.84970366644916,61.47830791204376,0.5657684486873056,0.029725898534056036,0.23076923076923078,True,7.853398097941761,0.8625043555536271,51.7692476074472,0.2671600077705432,unified_conditional_rl,371.92127191397793,59.77843619986306,0.46835486864725684,0.03137731833804196,0.5199705573133359,0.23076923076923078,True,False,True,12.253452448094798,0.6573862929949943,True,True,True,True,True,0.3780937732906387,PASS_AZO_AND_TOXICITY_SCREEN,,,,,22
COC1=CC=CC=C1O/N=N\C=CC2=CC(O)=CC=C2O,azo,COc1ccccc1O/N=N\C=Cc1cc(O)ccc1O,COc1ccccc1O/N=N/C=Cc1cc(O)ccc1O,COc1ccccc1O/N=N\C=Cc1cc(O)ccc1O,True,True,True,ok,286.28700000000003,2.9638636204321713,0.5001131630639646,5.0,375.1353159102359,61.47830791204376,0.46014223570471646,0.008863734097295541,0.2542372881355932,True,12.33067560348143,0.8625043555536271,59.92537707743941,0.29239517889823713,unified_conditional_rl,367.41956612625137,59.77843619986306,0.39715548599500056,0.028423087104410147,0.44391146428175526,0.2542372881355932,True,False,True,19.836929826720016,0.6573862929949943,True,True,True,True,True,0.3780485959984406,PASS_AZO_AND_TOXICITY_SCREEN,,,,,23
CC1=CC=CC=C1/N/N=N/C=CC2=CC(O)=CC=C2Br,azo,Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1Br,Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1Br,Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1Br,True,True,True,ok,332.201,2.8893263217072267,0.617074435757037,4.0,368.4672604905339,61.47830791204376,0.5253020572168822,0.025960717480995828,0.17857142857142858,True,6.30024856787289,0.8625043555536271,51.33842457112195,0.28592473953145875,unified_conditional_rl,364.0466275391871,59.77843619986306,0.5093548913221191,0.03477348759402165,0.5665572784142847,0.17857142857142858,True,False,True,7.2292249958890515,0.6573862929949943,True,True,True,True,True,0.37794319464413306,PASS_AZO_AND_TOXICITY_SCREEN,,,,,24
CC1=CC=CC=C1/N/N=N\C=CC2=CC(O)=CC=C2Cl,azo,Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1Cl,Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1Cl,Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1Cl,True,True,True,ok,287.75,2.8052655929622876,0.6264178606972676,4.0,371.2744931441334,61.47830791204376,0.5562467055215832,0.024085902991740616,0.2,True,6.48777305963055,0.8625043555536271,55.27717660161602,0.2833268218495427,unified_conditional_rl,367.92321994297066,59.77843619986306,0.5293139375397958,0.03051404409490255,0.5795095400759105,0.2,True,False,True,9.130333625452023,0.6573862929949943,True,True,True,True,True,0.37781637679860236,PASS_AZO_AND_TOXICITY_SCREEN,,,,,25
CC1=CC=CC=C1/N/N=N\C=NC2=CC=CC=C2O[C@H1],azo,[CH]Oc1ccccc1N=C/N=N\Nc1ccccc1C,[CH]Oc1ccccc1N=C/N=N/Nc1ccccc1C,[CH]Oc1ccccc1N=C/N=N\Nc1ccccc1C,True,True,True,ok,266.30400000000003,3.299139933322471,0.3817172310977741,5.0,367.0623788419545,61.47830791204376,0.5298685077184643,0.009004983292316956,0.14285714285714285,True,7.717484972728902,0.8625043555536271,61.9196760012922,0.28393978928500013,unified_conditional_rl,356.1158109989711,59.77843619986306,0.5137056340885795,0.025935983964162843,0.5563703277096274,0.14285714285714285,False,False,True,13.024341911865545,0.6573862929949943,True,True,True,True,True,0.37771660268045715,PASS_AZO_AND_TOXICITY_SCREEN,,,,,26
C1=CC=CC=C1/N=N/C=CC2=CC(Br)=CC=C2O,azo,Oc1ccc(Br)cc1C=C/N=N/c1ccccc1,Oc1ccc(Br)cc1C=C/N=N/c1ccccc1,Oc1ccc(Br)cc1C=C/N=N\c1ccccc1,True,True,True,ok,303.15900000000005,2.640617792855819,0.8044775846386758,3.0,379.57118233827777,61.47830791204376,0.5582980869057531,0.02142712482830948,0.2553191489361702,True,7.862087777266624,0.8625043555536271,51.05931737921617,0.2775716453455685,unified_conditional_rl,374.0489157755319,59.77843619986306,0.46855395412222967,0.02544994761573397,0.5104191179501121,0.2553191489361702,True,False,True,12.614131899689038,0.6573862929949943,True,True,True,True,True,0.3771464701028848,PASS_AZO_AND_TOXICITY_SCREEN,,,,,27
C1=CC=CC=C1/N=N\C=CC2=CC(Br)=CC=C2O,azo,Oc1ccc(Br)cc1C=C/N=N\c1ccccc1,Oc1ccc(Br)cc1C=C/N=N/c1ccccc1,Oc1ccc(Br)cc1C=C/N=N\c1ccccc1,True,True,True,ok,303.15900000000005,2.640617792855819,0.8044775846386758,3.0,379.57118233827777,61.47830791204376,0.5582980869057531,0.02142712482830948,0.2553191489361702,True,7.862087777266624,0.8625043555536271,51.05931737921617,0.2775716453455685,unified_conditional_rl,374.0489157755319,59.77843619986306,0.46855395412222967,0.02544994761573397,0.5104191179501121,0.2553191489361702,True,False,True,12.614131899689038,0.6573862929949943,True,True,True,True,True,0.3771464701028848,PASS_AZO_AND_TOXICITY_SCREEN,,,,,28
C1=CC=CC=C1/N/N=N/C=CC2=CC(Cl)=CC=C2O,azo,Oc1ccc(Cl)cc1C=C/N=N/Nc1ccccc1,Oc1ccc(Cl)cc1C=C/N=N/Nc1ccccc1,Oc1ccc(Cl)cc1C=C/N=N\Nc1ccccc1,True,True,True,ok,273.72300000000007,2.68814628618186,0.63658374485101,4.0,366.43080051293117,61.47830791204376,0.5737411398692649,0.024761856092152604,0.24,True,9.082645928570473,0.8625043555536271,62.07234500596189,0.29395270140213614,unified_conditional_rl,372.37409497211564,59.77843619986306,0.4866783537866385,0.021904466951360155,0.5227112019216259,0.24,True,False,True,13.934991259895078,0.6573862929949943,True,True,True,True,True,0.3759441107193458,PASS_AZO_AND_TOXICITY_SCREEN,,,,,29
C1=CC=CC=C1/N=N/N=N/C=CC2=CC(O)=CC=C2,azo,Oc1cccc(C=C/N=N/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,252.27700000000002,3.001655262205836,0.6305556179771429,4.0,382.1288096938831,61.47830791204376,0.5047273274815274,0.019886106986636964,0.2608695652173913,True,11.064575272563165,0.8625043555536271,48.624663304419755,0.2776193198665391,unified_conditional_rl,371.86488034738494,59.77843619986306,0.38743212927476717,0.022044883319569473,0.4236959623354589,0.2608695652173913,True,False,True,18.390330603164756,0.6573862929949943,True,True,True,True,True,0.3756718519137219,PASS_AZO_AND_TOXICITY_SCREEN,,,,,30
C1=CC=CC=C1/N=N/N=N\C=CC2=CC(O)=CC=C2,azo,Oc1cccc(C=C/N=N\N=N\c2ccccc2)c1,Oc1cccc(C=C/N=N/N=N/c2ccccc2)c1,Oc1cccc(C=C/N=N\N=N\c2ccccc2)c1,True,True,True,ok,252.27700000000002,3.001655262205836,0.6305556179771429,4.0,382.1288096938831,61.47830791204376,0.5047273274815274,0.019886106986636964,0.2608695652173913,True,11.064575272563165,0.8625043555536271,48.624663304419755,0.2776193198665391,unified_conditional_rl,371.86488034738494,59.77843619986306,0.38743212927476717,0.022044883319569473,0.4236959623354589,0.2608695652173913,True,False,True,18.390330603164756,0.6573862929949943,True,True,True,True,True,0.3756718519137219,PASS_AZO_AND_TOXICITY_SCREEN,,,,,31
C1=CC=CC=C1/N=N[NH1]C2=CC=CC=C2C=NC3=CC=CC=C3,azo,C(=Nc1ccccc1)c1ccccc1NN=Nc1ccccc1,C(=Nc1ccccc1)c1ccccc1N/N=N/c1ccccc1,C(=Nc1ccccc1)c1ccccc1N/N=N\c1ccccc1,True,True,True,ok,300.365,2.434967866619319,0.37473363153074407,5.0,381.3231299657461,61.47830791204376,0.5361174899766776,0.013220607071641721,0.20512820512820512,True,9.65650168582703,0.8625043555536271,53.2995629203449,0.27311905030625955,unified_conditional_rl,367.96828725018577,59.77843619986306,0.41370584629703355,0.03293994476820919,0.46789205544073764,0.20512820512820512,True,False,True,17.249030264320517,0.6573862929949943,True,True,True,True,True,0.3755705464998125,PASS_AZO_AND_TOXICITY_SCREEN,,,,,32
CC(O)=CC1=CC=CC=C1/N/N=N/C=CC2=CC(O)=CC=C2Br,azo,CC(O)=Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1Br,CC(O)=Cc1ccccc1N/N=N/C=Cc1cc(O)ccc1Br,CC(O)=Cc1ccccc1N/N=N\C=Cc1cc(O)ccc1Br,True,True,True,ok,374.23800000000006,3.3623445067016444,0.36619087871961636,5.0,376.5918278002284,61.47830791204376,0.4939718670379981,0.01346346932187727,0.1864406779661017,True,7.60039630061853,0.8625043555536271,51.00923995857045,0.2771434856736375,unified_conditional_rl,370.73941595184846,59.77843619986306,0.428993848363633,0.025451538284989604,0.4708616288424409,0.1864406779661017,True,False,True,8.808328374612861,0.6573862929949943,True,True,True,True,True,0.3748698273649064,PASS_AZO_AND_TOXICITY_SCREEN,,,,,33
