smiles,canonical_smiles,method_id,seed,rdkit_valid,passes_hard_filters,filter_reason,novelty,reward,reward_joint,reward_pred_A_log10_half_life_h,reward_uncertainty_A_log10_h,reward_conformal_q90_A_log10_h,reward_pred_B_lambda_max_nm,reward_uncertainty_B_nm,reward_conformal_q90_B_nm,evaluator_pred_A_log10_half_life_h,evaluator_pred_A_half_life_h,evaluator_uncertainty_A_log10_h,evaluator_conformal_q90_A_log10_h,evaluator_pred_B_lambda_max_nm,evaluator_uncertainty_B_nm,evaluator_conformal_q90_B_nm,sa_score,qed,molecular_weight,rotatable_bonds,psoralen_similarity,distance_to_D_A,distance_to_D_B,distance_to_D_A_train,distance_to_D_B_train,ad_A_pass,ad_B_pass,psoralen_alert,structural_alert,evaluator_mean_A_status,evaluator_mean_B_status,evaluator_mean_joint_status,evaluator_conservative_A_status,evaluator_conservative_B_status,evaluator_conservative_joint_status,joint_success,final_status
C=CC1=CC2=Cc3ccccc3C3NC(=O)CC=CC4=C3C=C2C=CN(c2ccccc2)C=CC1=CSC4,C=CC1=CC2=Cc3ccccc3C3NC(=O)CC=CC4=C3C=C2C=CN(c2ccccc2)C=CC1=CSC4,B0_prior_random,1701,True,True,ok,True,0.12969750039679795,0.12969750039679795,1.2991543436010415,0.8625043555536271,1.4188196648857168,427.3295324969269,61.47830791204376,101.13181651531198,1.546375314019146,35.186438772775645,0.6573862929949943,1.0814004519767657,429.3019578658694,59.77843619986306,98.33552754877473,5.951390960883106,0.44717277297300956,512.6780000000002,2.0,0.07317073170731707,0.8701298701298701,0.8181818181818181,0.8701298701298701,0.8181818181818181,False,False,False,False,False,False,False,False,False,False,False,FAIL_AD_A
CC=CC=CC=C(CCO)N(C)C,CC=CC=CC=C(CCO)N(C)C,B0_prior_random,1701,True,True,ok,True,0.12906006514586654,0.12906006514586654,0.9431558123511766,0.8625043555536271,1.4188196648857168,442.40731071611935,61.47830791204376,101.13181651531198,1.2369323590860657,17.255691154645977,0.6573862929949943,1.0814004519767657,440.2147037056182,59.77843619986306,98.33552754877473,3.6089997500088256,0.6552063193628622,181.279,5.0,0.018867924528301886,0.9111111111111111,0.7659574468085106,0.94,0.7659574468085106,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
CC(=CC=CN1c2ccccc2C2C=Cc3cccc1c3NCCC2)c1ccccc1,CC(=CC=CN1c2ccccc2C2C=Cc3cccc1c3NCCC2)c1ccccc1,B0_prior_random,1701,True,True,ok,True,0.1336751238574804,0.1336751238574804,1.1403676121284398,0.8625043555536271,1.4188196648857168,431.78853628036023,61.47830791204376,101.13181651531198,1.149318003771889,14.103211009038791,0.6573862929949943,1.0814004519767657,429.2280534697984,59.77843619986306,98.33552754877473,4.9952305203411544,0.4487709655340793,404.55700000000024,3.0,0.04938271604938271,0.8625,0.8,0.8625,0.8,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C=Cc1ccccc1C1(c2ccccc2O)C=CCC(=O)OC1,C=Cc1ccccc1C1(c2ccccc2O)C=CCC(=O)OC1,B0_prior_random,1701,True,True,ok,True,0.21038808307298823,0.21038808307298823,1.0987893297052425,0.8625043555536271,1.4188196648857168,394.13965109704276,61.47830791204376,101.13181651531198,1.5223143264834642,33.290040727848556,0.6573862929949943,1.0814004519767657,387.05392540706697,59.77843619986306,98.33552754877473,3.4456057809561296,0.6923512321636098,306.3610000000001,3.0,0.12698412698412698,0.8363636363636364,0.7037037037037037,0.872093023255814,0.7037037037037037,False,True,False,False,False,True,False,False,False,False,False,FAIL_AD_A
N#CC=CC=C/C=C/C1=CC=CC=C(CC=C2COC=CC=CC(=N)C2C(=O)O)C=C1O,N#CC=CC=C/C=C/C1=CC=CC=C(CC=C2COC=CC=CC(=N)C2C(=O)O)C=C1O,B0_prior_random,1701,True,True,ok,True,0.07921283987245653,0.07921283987245653,0.9672286911093089,0.8625043555536271,1.4188196648857168,483.4493801105513,61.47830791204376,101.13181651531198,1.3865329272361164,24.351904236435438,0.6573862929949943,1.0814004519767657,472.4590846774515,59.77843619986306,98.33552754877473,5.406635001732541,0.30630817321039044,428.48800000000006,6.0,0.06172839506172839,0.9074074074074074,0.8235294117647058,0.9074074074074074,0.8235294117647058,False,False,False,False,False,False,False,False,False,False,False,FAIL_AD_A
CC(C)C1CC[C@H]2CSC3=CC=CC=C(C(N)=Cc4ccc(F)cc4C3)C(C2)c2ccccc21,CC(C)C1CC[C@H]2CSC3=CC=CC=C(C(N)=Cc4ccc(F)cc4C3)C(C2)c2ccccc21,B0_prior_random,1701,True,True,ok,True,0.1355038458673109,0.1355038458673109,1.1007097694006198,0.8625043555536271,1.4188196648857168,425.63759466666653,61.47830791204376,101.13181651531198,1.1560174759366566,14.322455314324486,0.6573862929949943,1.0814004519767657,422.0803565145805,59.77843619986306,98.33552754877473,5.965698537244466,0.4543574871224371,471.68500000000023,1.0,0.05813953488372093,0.8658536585365854,0.8208955223880597,0.8658536585365854,0.8208955223880597,False,False,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C=CC=CC=Cc1ccccc1C(=CC=CC=CC1=CC=CNCCC1)c1ccccc1,C=CC=CC=Cc1ccccc1C(=CC=CC=CC1=CC=CNCCC1)c1ccccc1,B0_prior_random,1701,True,True,ok,True,0.15056500478090531,0.15056500478090531,1.0180690950730926,0.8625043555536271,1.4188196648857168,426.6397380582858,61.47830791204376,101.13181651531198,1.1979993949499246,15.776090718055402,0.6573862929949943,1.0814004519767657,422.5561308281781,59.77843619986306,98.33552754877473,3.4649152646631443,0.4318870216361079,417.5960000000002,8.0,0.0410958904109589,0.8717948717948718,0.7678571428571428,0.8717948717948718,0.7678571428571428,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
CCOc1ccc2cc1C=CSC=Cc1cccc(c1)N(c1ccccc1)C=CC=CC=C1C=C(OC)C=C1OC=C2,CCOc1ccc2cc1C=CSC=Cc1cccc(c1)N(c1ccccc1)C=CC=CC=C1C=C(OC)C=C1OC=C2,B0_prior_random,1701,True,True,ok,True,0.12276130820203413,0.12276130820203413,1.2506201180238647,0.8625043555536271,1.4188196648857168,437.8256588830133,61.47830791204376,101.13181651531198,1.4788972810911412,30.122934751980164,0.6573862929949943,1.0814004519767657,435.4063903003941,59.77843619986306,98.33552754877473,5.450663281302348,0.3109888739512911,571.7420000000003,4.0,0.1,0.8571428571428572,0.8,0.8620689655172413,0.8,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
CCCCCCC(CCC)CCCCCC1CCC=CC=CO1,CCCCCCC(CCC)CCCCCC1CCC=CC=CO1,B0_prior_random,1701,True,True,ok,True,0.14893558692739234,0.14893558692739234,1.1662912072465457,0.8625043555536271,1.4188196648857168,421.97967590192303,61.47830791204376,101.13181651531198,1.4471519143719576,27.99960562713026,0.6573862929949943,1.0814004519767657,429.41476429545884,59.77843619986306,98.33552754877473,3.499649569979474,0.31781947523576476,320.5609999999999,13.0,0.045454545454545456,0.9204545454545454,0.78125,0.9204545454545454,0.78125,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
C=c1c2cccc(=CNCCC)n3c(c2)c2ccc4c(cccc43)c1cc2Sc1ccccc1,C=c1c2cccc(=CNCCC)n3c(c2)c2ccc4c(cccc43)c1cc2Sc1ccccc1,B0_prior_random,1701,True,True,ok,True,0.14150701975402316,0.14150701975402316,0.9186125101691859,0.8625043555536271,1.4188196648857168,435.25177359718856,61.47830791204376,101.13181651531198,1.0717570757932038,11.796606036002755,0.6573862929949943,1.0814004519767657,438.0042564074133,59.77843619986306,98.33552754877473,4.239534669877292,0.28953690337971083,458.6300000000001,5.0,0.09090909090909091,0.8571428571428572,0.6607142857142857,0.8571428571428572,0.6607142857142857,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C1=CCc2cccc3n(ccc2)ccc2ccc4c5ccccc5c(c5cc2ccc5n3c2ccccc42)=C1,C1=CCc2cccc3n(ccc2)ccc2ccc4c5ccccc5c(c5cc2ccc5n3c2ccccc42)=C1,B0_prior_random,1701,True,True,ok,True,0.15508572052497785,0.15508572052497785,1.1406902457113672,0.8625043555536271,1.4188196648857168,420.019072928608,61.47830791204376,101.13181651531198,1.3941680915626273,24.783811173543615,0.6573862929949943,1.0814004519767657,419.00195170909893,59.77843619986306,98.33552754877473,4.933618977102237,0.19779226250157975,498.62900000000025,0.0,0.1095890410958904,0.84375,0.7121212121212122,0.84375,0.7121212121212122,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
COC(C=CC1=CC=CC2=CC=COCCC=C[SH]21)=CO,COC(C=CC1=CC=CC2=CC=COCCC=C[SH]21)=CO,B0_prior_random,1701,True,True,ok,True,0.10806698815215414,0.10806698815215414,1.0789096354050762,0.8625043555536271,1.4188196648857168,446.6695290709734,61.47830791204376,101.13181651531198,1.390528318181446,24.576968801707388,0.6573862929949943,1.0814004519767657,452.7512972185884,59.77843619986306,98.33552754877473,5.888460859370508,0.46167456582458255,304.41099999999994,3.0,0.08450704225352113,0.8939393939393939,0.8333333333333334,0.9270833333333334,0.84,False,False,False,False,False,False,False,False,False,False,False,FAIL_AD_A
C=C(C)C1=CC=C/C=C/CC=CCCC2C=CC=CC2=CC=C(C)C1,C=C(C)C1=CC=C/C=C/CC=CCCC2C=CC=CC2=CC=C(C)C1,B0_prior_random,1701,True,True,ok,True,0.11174954459763438,0.11174954459763438,0.9191792022240476,0.8625043555536271,1.4188196648857168,444.698674706337,61.47830791204376,101.13181651531198,1.1379037921111543,13.73737621533561,0.6573862929949943,1.0814004519767657,457.15662661355054,59.77843619986306,98.33552754877473,4.698176608784591,0.44090838865975934,330.51500000000004,1.0,0.06944444444444445,0.9210526315789473,0.8235294117647058,0.9210526315789473,0.8235294117647058,False,False,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C=C1C=CC=CN(c2ccc(NC(=O)CCCCNNCC)c(C=O)c2)C(=O)OCC=C1,C=C1C=CC=CN(c2ccc(NC(=O)CCCCNNCC)c(C=O)c2)C(=O)OCC=C1,B0_prior_random,1701,True,True,ok,True,0.0945531060386934,0.0945531060386934,0.9822374011759337,0.8625043555536271,1.4188196648857168,471.717639445885,61.47830791204376,101.13181651531198,1.3209643052574853,20.939403474398993,0.6573862929949943,1.0814004519767657,461.3965304739333,59.77843619986306,98.33552754877473,4.051003274853757,0.2914206230487042,438.5280000000002,10.0,0.0975609756097561,0.8735632183908046,0.8,0.8829787234042553,0.8058252427184466,False,False,False,False,True,False,False,False,False,False,False,FAIL_AD_A
CCCCCNC=CC1=C2CC=Cc3ccccc3N2C1=O,CCCCCNC=CC1=C2CC=Cc3ccccc3N2C1=O,B0_prior_random,1701,True,True,ok,True,0.13210864451249268,0.13210864451249268,1.202358915062702,0.8625043555536271,1.4188196648857168,447.2610290305575,61.47830791204376,101.13181651531198,1.5599166735407248,36.300839902307054,0.6573862929949943,1.0814004519767657,446.1413343303311,59.77843619986306,98.33552754877473,3.2339772033406033,0.8043534566818669,294.398,6.0,0.09230769230769231,0.868421052631579,0.6461538461538461,0.868421052631579,0.6461538461538461,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
C=CC=CC(C#N)=CC1=NC=CC=COC1,C=CC=CC(C#N)=CC1=NC=CC=COC1,B0_prior_random,1701,True,True,ok,True,0.13199945252720738,0.13199945252720738,1.0460935170791024,0.8625043555536271,1.4188196648857168,431.8767939976783,61.47830791204376,101.13181651531198,1.4449232717990024,27.856289791339925,0.6573862929949943,1.0814004519767657,446.848706320513,59.77843619986306,98.33552754877473,4.417838776351677,0.5329747118986685,212.25199999999998,3.0,0.04918032786885246,0.875,0.8225806451612903,0.9152542372881356,0.8225806451612903,False,False,False,False,False,False,False,False,False,False,False,FAIL_AD_A
COC=C1C=Cc2ccc(N)cc2[B-](F)(F)N2C3=CC=CC1=C2C3,COC=C1C=Cc2ccc(N)cc2[B-](F)(F)N2C3=CC=CC1=C2C3,B0_prior_random,1701,True,True,ok,True,0.11321900747056081,0.11321900747056081,1.2051734850818214,0.8625043555536271,1.4188196648857168,444.64997414933714,61.47830791204376,101.13181651531198,1.4900463480904886,30.906252477457166,0.6573862929949943,1.0814004519767657,443.5330697899337,59.77843619986306,98.33552754877473,5.72482420670495,0.4889934579654448,325.14700000000005,1.0,0.0945945945945946,0.8166666666666667,0.7777777777777778,0.8888888888888888,0.7777777777777778,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
O=C(O)C=CC=CNC(=O)C=CN=CC1=CCN1,O=C(O)C=CC=CNC(=O)C=CN=CC1=CCN1,B0_prior_random,1701,True,True,ok,True,0.15891013264757678,0.15891013264757678,0.9902029953733428,0.8625043555536271,1.4188196648857168,416.9601082611862,61.47830791204376,101.13181651531198,1.1126146139065407,12.96028685079946,0.6573862929949943,1.0814004519767657,420.2576314690147,59.77843619986306,98.33552754877473,4.0875406567611465,0.35815370320800866,247.25400000000002,6.0,0.05,0.8548387096774194,0.8070175438596492,0.8548387096774194,0.8148148148148149,False,False,False,False,True,False,False,False,False,False,False,FAIL_AD_A
N#Cc1ccc(F)cc1,N#Cc1ccc(F)cc1,B0_prior_random,1701,True,True,ok,True,0.28131578308475286,0.28131578308475286,0.9692001839379931,0.8625043555536271,1.4188196648857168,353.54650217152204,61.47830791204376,101.13181651531198,1.2937635815135815,19.668153157319775,0.6573862929949943,1.0814004519767657,348.34424027797013,59.77843619986306,98.33552754877473,1.518962776456327,0.5120610208888526,121.11399999999998,0.0,0.07894736842105263,0.7837837837837838,0.4642857142857143,0.7837837837837838,0.4642857142857143,True,True,False,False,True,True,True,False,False,False,True,PASS_JOINT
O=CNC(=O)CNc1ccnc2ccncccnnc12,O=CNC(=O)CNc1ccnc2ccncccnnc12,B0_prior_random,1701,True,True,ok,True,0.19180684810370716,0.19180684810370716,1.0282712518677308,0.8625043555536271,1.4188196648857168,402.31835765792215,61.47830791204376,101.13181651531198,1.4020946069370777,25.240305487314536,0.6573862929949943,1.0814004519767657,398.5124148322355,59.77843619986306,98.33552754877473,3.258771407618868,0.7730633470638206,284.27900000000005,4.0,0.07936507936507936,0.8571428571428572,0.7878787878787878,0.8571428571428572,0.7894736842105263,False,True,False,False,False,True,False,False,False,False,False,FAIL_AD_A
OC1C=C2CC=CC2N1,OC1C=C2CC=CC2N1,B0_prior_random,1701,True,True,ok,True,0.15975538643096754,0.15975538643096754,0.9230610293465045,0.8625043555536271,1.4188196648857168,402.5542972785818,61.47830791204376,101.13181651531198,1.1441252088157878,13.935585134629678,0.6573862929949943,1.0814004519767657,407.9497169204731,59.77843619986306,98.33552754877473,5.1048231173107705,0.44970168234909796,123.15499999999997,0.0,0.043478260869565216,0.9069767441860466,0.8108108108108107,0.92,0.8108108108108107,False,False,False,False,True,False,False,False,False,False,False,FAIL_AD_A
CC1=NC2CNC=C/C=C/C2=C(C#N)C(=O)OS1,CC1=NC2CNC=C/C=C/C2=C(C#N)C(=O)OS1,B0_prior_random,1701,True,True,ok,True,0.122406004121464,0.122406004121464,0.6721765650853353,0.8625043555536271,1.4188196648857168,442.856145388009,61.47830791204376,101.13181651531198,0.8035555287396163,6.361441368030667,0.6573862929949943,1.0814004519767657,448.97935989159333,59.77843619986306,98.33552754877473,4.7594967774542605,0.6683131658000994,261.306,0.0,0.1044776119402985,0.8472222222222222,0.7945205479452055,0.8472222222222222,0.7945205479452055,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C=CC=CC(=O)C12C=CC=Cc3c(cccc31)/C(=C/C#N)O2,C=CC=CC(=O)C12C=CC=Cc3c(cccc31)/C(=C/C#N)O2,B0_prior_random,1701,True,True,ok,True,0.11110567981452611,0.11110567981452611,0.8270701551779455,0.8625043555536271,1.4188196648857168,450.700565105567,61.47830791204376,101.13181651531198,1.2859767889788587,19.31865065050766,0.6573862929949943,1.0814004519767657,443.7210511028434,59.77843619986306,98.33552754877473,5.409118961582361,0.483945946643713,287.31800000000004,3.0,0.08823529411764706,0.8769230769230769,0.7901234567901234,0.8831168831168831,0.7901234567901234,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
CC1NC=CC=CC2=CC=CC=CC/N=N/C1=CCCCNC2,CC1NC=CC=CC2=CC=CC=CC/N=N/C1=CCCCNC2,B0_prior_random,1701,True,True,ok,True,0.09645416069225868,0.09645416069225868,0.9903531075894483,0.8625043555536271,1.4188196648857168,459.59591445107066,61.47830791204376,101.13181651531198,1.1382885257050612,13.7495512994747,0.6573862929949943,1.0814004519767657,467.7076964526007,59.77843619986306,98.33552754877473,5.6955506837909065,0.7146258537759672,310.4450000000001,0.0,0.04285714285714286,0.896551724137931,0.78,0.9189189189189189,0.78,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
C(C=CC=Cc1cc2ccccc2o1)=CC=CC1=CC=COCCCCCCC1,C(C=CC=Cc1cc2ccccc2o1)=CC=CC1=CC=COCCCCCCC1,B0_prior_random,1701,True,True,ok,True,0.15656665183608032,0.15656665183608032,1.1238155345841667,0.8625043555536271,1.4188196648857168,421.9150361157508,61.47830791204376,101.13181651531198,1.4248169603972418,26.596038955603778,0.6573862929949943,1.0814004519767657,418.3768839094128,59.77843619986306,98.33552754877473,3.7163653399206904,0.4868249608815228,386.5350000000003,5.0,0.15254237288135594,0.8679245283018868,0.7162162162162162,0.9010989010989011,0.7162162162162162,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
CCCCCCC=CC=CONc1ccccc1CC1C=CC=CC=Cc2ccccc2S1,CCCCCCC=CC=CONc1ccccc1CC1C=CC=CC=Cc2ccccc2S1,B0_prior_random,1701,True,True,ok,True,0.12709648002597604,0.12709648002597604,1.166877454361509,0.8625043555536271,1.4188196648857168,436.1195182277329,61.47830791204376,101.13181651531198,1.4081197881189436,25.592916993793285,0.6573862929949943,1.0814004519767657,429.76179864882926,59.77843619986306,98.33552754877473,4.3215537806434305,0.1574469291425959,457.68300000000016,11.0,0.06097560975609756,0.891566265060241,0.7631578947368421,0.9054054054054054,0.7631578947368421,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
C=C1C=c2c3cccc2=CC=CC=CC(=O)C(=CC=CC=CN(C)CC)C=CC=C13,C=C1C=c2c3cccc2=CC=CC=CC(=O)C(=CC=CC=CN(C)CC)C=CC=C13,B0_prior_random,1701,True,True,ok,True,0.07844620389164007,0.07844620389164007,1.0004112270793946,0.8625043555536271,1.4188196648857168,488.9806407548869,61.47830791204376,101.13181651531198,1.3498565577963124,22.37981838207451,0.6573862929949943,1.0814004519767657,489.7244213295198,59.77843619986306,98.33552754877473,5.301931635600445,0.5582128181055089,393.53000000000014,4.0,0.0875,0.8875,0.7384615384615385,0.9058823529411765,0.7384615384615385,False,True,False,False,True,False,False,False,False,False,False,FAIL_AD_A
O=C1OCC=CC2C(/C=C/C=C3C=C(c4ccccc4)O3)=CC=C2C1=O,O=C1OCC=CC2C(/C=C/C=C3C=C(c4ccccc4)O3)=CC=C2C1=O,B0_prior_random,1701,True,True,ok,True,0.10483056928291459,0.10483056928291459,1.1829052582459507,0.8625043555536271,1.4188196648857168,465.29812193785705,61.47830791204376,101.13181651531198,1.5622394038477845,36.495507214108166,0.6573862929949943,1.0814004519767657,471.9533415996837,59.77843619986306,98.33552754877473,4.012927021921481,0.4769669961709436,344.3660000000001,3.0,0.10606060606060606,0.8709677419354839,0.639344262295082,0.8709677419354839,0.639344262295082,False,True,False,False,False,False,False,False,False,False,False,FAIL_AD_A
C=C1C=CC2=COCN=C12,C=C1C=CC2=COCN=C12,B0_prior_random,1701,True,True,ok,True,0.15725715873396237,0.15725715873396237,1.147564719215173,0.8625043555536271,1.4188196648857168,408.90194062058,61.47830791204376,101.13181651531198,1.4667948813271856,29.295093018428382,0.6573862929949943,1.0814004519767657,411.411142876354,59.77843619986306,98.33552754877473,4.565340984712649,0.48943982939325786,133.15,0.0,0.06521739130434782,0.8611111111111112,0.86,0.9111111111111111,0.86,False,False,False,False,False,False,False,False,False,False,False,FAIL_AD_A
