canonical_smiles,state_A_smiles,state_B_smiles,method_id,seed,pair_valid,pred_E_lambda_nm,pred_Z_lambda_nm,pred_E_uncertainty_nm,pred_Z_uncertainty_nm,pred_delta_lambda_nm,pred_uv_lambda_nm,pred_uv_uncertainty_nm,pred_half_life_h,pred_half_life_uncertainty_log10_h,switch_proxy_score,reward,sa_score,qed,molecular_weight,rotatable_bonds,psoralen_similarity,deltaH_kJ_mol,stored_energy_MJ_kg,PSS_pred,quantum_yield_pred,energy_endpoint_available,PSS_available,quantum_yield_available,final_status
CCNc1ccccc1/N=N/C[C@H](F)Oc1ccccc1/N=N/c1ccccc1O,CCNc1ccccc1/N=N/C[C@H](F)Oc1ccccc1/N=N/c1ccccc1O,CCNc1ccccc1/N=N\C[C@H](F)Oc1ccccc1/N=N/c1ccccc1O,photoswitch_pair_rl,1701,True,372.86477095457514,294.01361490333056,4.687145583927278,0.9349651148109169,78.85115605124457,439.1969304893749,61.47830791204369,9.359401075951087,0.8625043555536274,0.9993619110083888,0.08847934123729982,3.5510508437106,0.3867561014551351,407.44900000000007,9.0,0.07042253521126761,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
Cc1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1,Cc1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1,Cc1ccccc1/N=N\c1ccccc1/N=N/c1ccccc1,photoswitch_pair_rl,1701,True,344.3031468879073,299.6692808963722,0.9422762272497074,0.6057536387321298,44.63386599153512,396.4040191728629,61.47830791204369,8.403311068975508,0.8625043555536274,0.9560279628099473,0.1509765841391565,2.343712760877283,0.4742402112748466,300.36500000000007,4.0,0.10416666666666667,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCOc1ccccc1/N=N/C1=CC=CC=C(/N=N/c2ccccc2Cl)O1,CCOc1ccccc1/N=N/C1=CC=CC=C(/N=N/c2ccccc2Cl)O1,CCOc1ccccc1/N=N\C1=CC=CC=C(/N=N/c2ccccc2Cl)O1,photoswitch_pair_rl,1701,True,359.65932795772005,292.093285690643,2.8596813479175527,0.6270818079126815,67.56604226707708,433.5182953952597,61.47830791204369,11.751157173363495,0.8625043555536274,0.9973899053404544,0.09698409056734382,3.3729674418769697,0.5124933346882232,380.83500000000004,6.0,0.09523809523809523,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COC=Cc1ccccc1/N=N/c1ccccc1F,COC=Cc1ccccc1/N=N/c1ccccc1F,COC=Cc1ccccc1/N=N\c1ccccc1F,photoswitch_pair_rl,1701,True,335.17280488736395,293.7462128301081,1.4776246211840962,1.0030752631588993,41.426592057255846,403.6595401056243,61.47830791204369,15.559808899633312,0.8625043555536274,0.9357354119227178,0.13639624392326202,2.7028987337343082,0.5678633487675478,256.28000000000003,4.0,0.10909090909090909,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccc(C)cc1Br,COc1ccccc1/N=N/c1ccc(C)cc1Br,COc1ccccc1/N=N\c1ccc(C)cc1Br,photoswitch_pair_rl,1701,True,357.23379394397534,298.7064688516253,6.305219963263535,1.2085316769192729,58.527325092350054,391.56648911530584,61.47830791204369,7.253199518490363,0.8625043555536274,0.9919652774568137,0.1583587471916665,2.266110448616349,0.7191560556218634,305.17499999999995,3.0,0.14814814814814814,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCCOc1ccccc1/N=N/C=C1C=C(C)C=C1/N=N/c1ccccc1/N=N/c1ccccc1Cl,CCCCOc1ccccc1/N=N/C=C1C=C(C)C=C1/N=N/c1ccccc1/N=N/c1ccccc1Cl,CCCCOc1ccccc1/N=N\C=C1C=C(C)C=C1/N=N/c1ccccc1/N=N/c1ccccc1Cl,photoswitch_pair_rl,1701,True,359.0072854697692,294.499132429261,2.4535808110998962,0.36065233538938085,64.5081530405082,439.60126578804665,61.47830791204369,8.07265751349635,0.8625043555536274,0.9961793971324198,0.09012831833545593,3.4040636112863645,0.196948093935319,511.0290000000001,10.0,0.06666666666666667,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CN(C)C=Cc1ccccc1/N=N/c1ccccc1[SH]=c1cccccc1,CN(C)C=Cc1ccccc1/N=N/c1ccccc1[SH]=c1cccccc1,CN(C)C=Cc1ccccc1/N=N\c1ccccc1[SH]=c1cccccc1,photoswitch_pair_rl,1701,True,357.1134523464704,298.9177829797902,3.0140750873007205,0.7281503175436626,58.19566936668019,406.2303420805624,61.47830791204369,10.989498381766149,0.8625043555536274,0.9916280285457689,0.13306729040675686,3.4340973347688886,0.3010285137935959,373.52500000000003,5.0,0.1,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/C=CC=C1C=CC=CN1,COc1ccccc1/N=N/C=CC=C1C=CC=CN1,COc1ccccc1/N=N\C=CC=C1C=CC=CN1,photoswitch_pair_rl,1701,True,352.115807452771,296.0609937057046,3.3558213992579904,0.8454151252148502,56.05481374706636,445.68065756169494,61.47830791204369,7.5920967324016235,0.8625043555536274,0.9890872608005413,0.08325592536709471,3.5173898775904515,0.8282801732662349,253.30500000000004,4.0,0.109375,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
NC=Nc1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1N,NC=Nc1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1N,NC=Nc1ccccc1/N=N\c1ccccc1/N=N/c1ccccc1/N=N/c1ccccc1N,photoswitch_pair_rl,1701,True,367.9783186727589,296.4932478589079,4.121050949067904,0.4766245507321061,71.485070813851,411.29241691017586,61.47830791204369,10.244012469723167,0.8625043555536274,0.9983991746832171,0.12709799085237966,3.0275246117757906,0.1277249924270917,447.50600000000014,7.0,0.06521739130434782,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCOc1ccccc1/N=N/c1ccc(I)cc1,CCOc1ccccc1/N=N/c1ccc(I)cc1,CCOc1ccccc1/N=N\c1ccc(I)cc1,photoswitch_pair_rl,1701,True,362.614355625594,292.89278590269856,2.9073579022106033,0.5356886127488786,69.72156972289542,425.86390335266543,61.47830791204369,13.056475203448995,0.8625043555536274,0.9980051632159291,0.10760454076204029,2.2453899822049337,0.5564443602653437,352.17499999999995,4.0,0.08771929824561403,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
C=CC=CC12COC(=CC=C/N=N/C=CC=CC(C)=C/N=N/c3ccccc3OC)C=C1C2,C=CC=CC12COC(=CC=C/N=N/C=CC=CC(C)=C/N=N/c3ccccc3OC)C=C1C2,C=CC=CC12COC(=CC=C/N=N\C=CC=CC(C)=C/N=N/c3ccccc3OC)C=C1C2,photoswitch_pair_rl,1701,True,357.3234049020378,294.8744499559686,0.6486876963192455,0.777165684137263,62.44895494606919,443.23736568563646,61.47830791204369,11.58947016960146,0.8625043555536274,0.9950633496477589,0.07932101338945287,5.1490542124713246,0.27631378116277533,440.5470000000002,10.0,0.10714285714285714,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCc1ccccc1/N=N/c1ccccc1/N=N/C=C(F)N1C=CC=CC=C1I,CCCc1ccccc1/N=N/c1ccccc1/N=N/C=C(F)N1C=CC=CC=C1I,CCCc1ccccc1/N=N\c1ccccc1/N=N/C=C(F)N1C=CC=CC=C1I,photoswitch_pair_rl,1701,True,369.34180108815053,292.28442802896785,5.5139702502664045,0.9454286622965863,77.05737305918268,441.15587855013905,61.47830791204369,12.487106664807465,0.8625043555536274,0.9992016554571895,0.08556235310259808,3.7763419372474747,0.20791255063123437,513.3580000000001,7.0,0.05333333333333334,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1/N=C/C=CC=CC(F)F,COc1ccccc1/N=N/c1ccccc1/N=C/C=CC=CC(F)F,COc1ccccc1/N=N\c1ccccc1/N=C/C=CC=CC(F)F,photoswitch_pair_rl,1701,True,351.6339138171499,298.3452677353116,1.717975369626142,1.2220441041959036,53.288646081838294,414.8750222543528,61.47830791204369,13.436447344576711,0.8625043555536274,0.9846486394378628,0.12172324155661862,3.145580082330488,0.33629427966255965,341.361,7.0,0.13333333333333333,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CC1=CCCCC(/N=N/CC(O)C=CC=CC=C/N=N/c2ccccc2F)=C1,CC1=CCCCC(/N=N/CC(O)C=CC=CC=C/N=N/c2ccccc2F)=C1,CC1=CCCCC(/N=N\CC(O)C=CC=CC=C/N=N/c2ccccc2F)=C1,photoswitch_pair_rl,1701,True,349.0299043370512,291.29612633732023,2.336946877855428,1.151448849735112,57.73377799973099,452.395106732612,61.47830791204369,10.568309149737571,0.8625043555536274,0.9911348456952742,0.07351774561162935,4.509079846351252,0.41340837308362366,380.4670000000001,8.0,0.1038961038961039,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1O,COc1ccccc1/N=N/c1ccccc1O,COc1ccccc1/N=N\c1ccccc1O,photoswitch_pair_rl,1701,True,354.1961473571827,298.1246671680172,2.1755411100242594,1.0465581453013688,56.07148018916553,395.6807478347537,61.47830791204369,10.589024190962618,0.8625043555536274,0.9891097243744764,0.1531017725432552,2.1647469586066475,0.811738952743428,228.251,3.0,0.14285714285714285,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1/N=N/C=CC=C/N=N/c1ccccc1F,COc1ccccc1/N=N/c1ccccc1/N=N/C=CC=C/N=N/c1ccccc1F,COc1ccccc1/N=N\c1ccccc1/N=N/C=CC=C/N=N/c1ccccc1F,photoswitch_pair_rl,1701,True,339.64509221611894,293.29527034624823,1.5986492499955274,1.5469270631494978,46.34982186987071,415.71243262617304,61.47830791204369,15.945672137153444,0.8625043555536274,0.9642130071821795,0.11688454110041728,3.455947490584647,0.27027093718846024,414.4440000000001,8.0,0.14035087719298245,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccc(Br)cc1Br,COc1ccccc1/N=N/c1ccc(Br)cc1Br,COc1ccccc1/N=N\c1ccc(Br)cc1Br,photoswitch_pair_rl,1701,True,358.13358642999515,298.45162869550046,4.446391009391747,1.2430653334076536,59.68195773449469,397.63510084776317,61.47830791204369,8.86107266473813,0.8625043555536274,0.993037602979357,0.14944039649379182,2.340895968978341,0.6446215326636696,370.04400000000004,3.0,0.1509433962264151,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1/N=N/C=C(C)C=CCl,COc1ccccc1/N=N/c1ccccc1/N=N/C=C(C)C=CCl,COc1ccccc1/N=N\c1ccccc1/N=N/C=C(C)C=CCl,photoswitch_pair_rl,1701,True,351.24956177880586,298.4335041153851,2.626898586952712,1.3176607109008986,52.816057663420736,402.5811472956828,61.47830791204369,11.088723134972678,0.8625043555536274,0.9837296584436808,0.139833226185955,3.268963238772627,0.4186036556383054,340.8140000000001,6.0,0.11666666666666667,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCOc1ccccc1/N=N/c1ccccc1[B-](F)(F)CF,CCOc1ccccc1/N=N/c1ccccc1[B-](F)(F)CF,CCOc1ccccc1/N=N\c1ccccc1[B-](F)(F)CF,photoswitch_pair_rl,1701,True,364.77721221619896,291.66971848481404,3.2757476668948846,0.6008424494558683,73.10749373138492,416.4127758106106,61.47830791204369,13.363089494203043,0.8625043555536274,0.9986926393333814,0.11885496106291102,3.161948171082539,0.5671099558364816,307.10400000000004,6.0,0.08333333333333333,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CC(C)C=C1NC=CC=C1/N=N/c1ccccc1/N=N/c1ccc(Cl)cc1,CC(C)C=C1NC=CC=C1/N=N/c1ccccc1/N=N/c1ccc(Cl)cc1,CC(C)C=C1NC=CC=C1/N=N\c1ccccc1/N=N/c1ccc(Cl)cc1,photoswitch_pair_rl,1701,True,346.645558304742,295.0075816232847,0.8804122752550756,0.7778406117352668,51.6379766814573,405.3361337088858,61.47830791204369,6.1576157154677,0.8625043555536274,0.9811968203357934,0.13329210154365773,3.359502293198968,0.5424865884818045,377.879,5.0,0.057971014492753624,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CC(N)=CC=C/N=N/c1ccccc1C(C)C(C)C,CC(N)=CC=C/N=N/c1ccccc1C(C)C(C)C,CC(N)=CC=C/N=N\c1ccccc1C(C)C(C)C,photoswitch_pair_rl,1701,True,351.57499342461284,296.9479457648835,3.965241296485828,0.5442484869862672,54.62704765972933,431.9834763948476,61.47830791204369,7.420051928345171,0.8625043555536274,0.9869827987745713,0.09584835081993591,3.9138363339705027,0.5912462820028889,257.38100000000003,5.0,0.06349206349206349,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
Cc1ccc(/N=N/c2ccccc2)c(C#N)n1,Cc1ccc(/N=N/c2ccccc2)c(C#N)n1,Cc1ccc(/N=N\c2ccccc2)c(C#N)n1,photoswitch_pair_rl,1701,True,371.07279647445256,299.95030385219394,1.5112411866621487,0.6198414369069205,71.12249262225862,404.51467634710997,61.47830791204369,8.225734590807425,0.8625043555536274,0.9983250766992247,0.1372366257024543,2.5506420920446384,0.7274154674456704,222.25100000000003,2.0,0.10714285714285714,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCCCCCOc1ccccc1/N=N/C1C(Br)=CC=C[C@@H]1Br,CCCCCCCOc1ccccc1/N=N/C1C(Br)=CC=C[C@@H]1Br,CCCCCCCOc1ccccc1/N=N\C1C(Br)=CC=C[C@@H]1Br,photoswitch_pair_rl,1701,True,366.3596326393122,293.55762688566006,4.672203840652966,0.5890361524606768,72.80200575365217,435.70382884383645,61.47830791204369,9.813652071298135,0.8625043555536274,0.9986418201513726,0.0920456440609177,3.7879224342707545,0.22179427775801513,456.22200000000004,9.0,0.08823529411764706,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
C=C1OCCCN(CC)C=CC=C1/N=N/c1ccccc1/N=N/c1ccccc1Cl,C=C1OCCCN(CC)C=CC=C1/N=N/c1ccccc1/N=N/c1ccccc1Cl,C=C1OCCCN(CC)C=CC=C1/N=N\c1ccccc1/N=N/c1ccccc1Cl,photoswitch_pair_rl,1701,True,368.81206479903676,294.4084221353393,1.0577981678009358,1.0954896333059883,74.40364266369744,439.9059325962674,61.47830791204369,18.09658121778982,0.8625043555536274,0.9988879698629568,0.08504683998480543,3.9117033636044987,0.46905867252442435,421.93200000000013,5.0,0.06756756756756757,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCC=C(C)c1ccccc1/N=N/c1ccccc1F,CCCC=C(C)c1ccccc1/N=N/c1ccccc1F,CCCC=C(C)c1ccccc1/N=N\c1ccccc1F,photoswitch_pair_rl,1701,True,348.1029627178837,289.3670393529721,3.1347821310380506,0.8917734683887983,58.73592336491163,412.58561774449953,61.47830791204369,10.904195456023249,0.8625043555536274,0.9921704541993527,0.1266228218212722,2.600706697355246,0.5632625857531679,282.362,5.0,0.06557377049180328,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCCCCOc1ccccc1/N=N/C=CC=C(O)C[B-](F)(F)F,CCCCCCOc1ccccc1/N=N/C=CC=C(O)C[B-](F)(F)F,CCCCCCOc1ccccc1/N=N\C=CC=C(O)C[B-](F)(F)F,photoswitch_pair_rl,1701,True,368.56531700702516,292.7820055925235,6.342198094027579,0.1173000883032686,75.78331141450167,442.98858349207404,61.47830791204369,10.066181328087328,0.8625043555536274,0.9990639581837367,0.08495697177799236,3.5491696977151044,0.16122199176727697,355.1890000000001,11.0,0.0684931506849315,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCc1ccccc1/N=N/c1ccccc1N=N,CCc1ccccc1/N=N/c1ccccc1N=N,CCc1ccccc1/N=N\c1ccccc1N=N,photoswitch_pair_rl,1701,True,356.12142249990274,294.3797942828283,2.4545912239840555,0.9063462349904402,61.741628217074435,404.1343906171599,61.47830791204369,9.36389331173045,0.8625043555536274,0.9946094542898521,0.13952983816994063,2.664845899364696,0.6999138062632053,238.294,4.0,0.12,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
Cc1ccccc1/N=N/C=C(F)C=C/N=N/c1ccccc1,Cc1ccccc1/N=N/C=C(F)C=C/N=N/c1ccccc1,Cc1ccccc1/N=N\C=C(F)C=C/N=N/c1ccccc1,photoswitch_pair_rl,1701,True,345.81463046065795,297.9749101197919,3.143597251868362,0.5213111748285877,47.83972034086605,408.82299705646636,61.47830791204369,8.292692728061587,0.8625043555536274,0.9701123066437521,0.12937464711683375,3.331713741802141,0.4662566181544341,294.333,5.0,0.08064516129032258,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCN(C)c1ccccc1/N=N/c1ccccc1,CCN(C)c1ccccc1/N=N/c1ccccc1,CCN(C)c1ccccc1/N=N\c1ccccc1,photoswitch_pair_rl,1701,True,376.00912105970383,294.97414371326676,1.3543754488432906,1.0644717675009534,81.03497734643707,418.25602503946567,61.47830791204369,11.278382977992402,0.8625043555536274,0.9995142701807554,0.11636745241617237,2.296812467412032,0.7187303111475565,239.322,4.0,0.07272727272727272,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
Clc1ccccc1/N=N/c1ccccc1/N=N/C1=CCNN=CC1,Clc1ccccc1/N=N/c1ccccc1/N=N/C1=CCNN=CC1,Clc1ccccc1/N=N\c1ccccc1/N=N/C1=CCNN=CC1,photoswitch_pair_rl,1701,True,357.10797241512114,295.4207224683795,5.205134265753438,0.7076920093549502,61.687249946741645,417.33382381269377,61.47830791204369,9.298783811391289,0.8625043555536274,0.9945728879409204,0.11609223451061573,3.5870343207830846,0.7129207649122155,338.8020000000001,4.0,0.05263157894736842,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COC=CC=CC=C/N=N/C=C(O)c1ccco1,COC=CC=CC=C/N=N/C=C(O)c1ccco1,COC=CC=CC=C/N=N\C=C(O)c1ccco1,photoswitch_pair_rl,1701,True,351.9835319608266,294.9692932547746,2.642834990128498,0.6127001314153903,57.014238706052026,413.82336000549003,61.47830791204369,11.12608979592504,0.8625043555536274,0.9903086203546975,0.1181917609700629,4.087612763270021,0.47103661610964154,246.266,6.0,0.1724137931034483,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1Br,COc1ccccc1/N=N/c1ccccc1Br,COc1ccccc1/N=N\c1ccccc1Br,photoswitch_pair_rl,1701,True,349.7573660333344,298.7631038453649,0.26182819273393043,1.5753402845097755,50.99426218796947,399.20811369682957,61.47830791204369,10.875052903452037,0.8625043555536274,0.9796533553433362,0.14732533393460254,2.2010408361576665,0.742404420355734,291.148,3.0,0.14285714285714285,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCN(C)c1ccccc1/N=N/c1ccc(O)cc1,CCCN(C)c1ccccc1/N=N/c1ccc(O)cc1,CCCN(C)c1ccccc1/N=N\c1ccc(O)cc1,photoswitch_pair_rl,1701,True,379.2876381172512,294.4742649553939,0.5753987385189284,0.18792805017151779,84.81337316185733,420.30554591861693,61.47830791204369,8.310275621401427,0.8625043555536274,0.9996970596484726,0.11298860905694913,2.428346564622206,0.8027610259200051,269.34799999999996,5.0,0.06557377049180328,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
CCCCc1ccccc1/N=N/C=CC1=C(C)CCO1,CCCCc1ccccc1/N=N/C=CC1=C(C)CCO1,CCCCc1ccccc1/N=N\C=CC1=C(C)CCO1,photoswitch_pair_rl,1701,True,363.3903857097162,296.2911311478894,3.093433069216012,1.056300820052555,67.0992545618268,411.0128043870058,61.47830791204369,11.104669435332644,0.8625043555536274,0.9972335134036463,0.12625433755644616,3.329262479741569,0.6438710556071435,270.376,6.0,0.08823529411764706,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
COc1ccccc1/N=N/c1ccccc1/N=N/C=C1/C=CC=CN1[B-](F)(F)OCc1ccccc1,COc1ccccc1/N=N/c1ccccc1/N=N/C=C1/C=CC=CN1[B-](F)(F)OCc1ccccc1,COc1ccccc1/N=N\c1ccccc1/N=N/C=C1/C=CC=CN1[B-](F)(F)OCc1ccccc1,photoswitch_pair_rl,1701,True,361.3223393899064,295.60157589104324,3.7844011818897716,0.657034085356796,65.72076349886316,427.6916825193495,61.47830791204369,20.392352786848658,0.8625043555536274,0.996714990890387,0.09858138587489233,3.6682217248479176,0.2272124897232814,486.31100000000015,9.0,0.09210526315789473,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
O=CC=CC=C/N=N/c1ccccc1F,O=CC=CC=C/N=N/c1ccccc1F,O=CC=CC=C/N=N\c1ccccc1F,photoswitch_pair_rl,1701,True,336.8293612198923,290.83286860422,1.0751408255915647,0.4418942328653216,45.99649261567231,414.105480079422,61.47830791204369,9.678863853058697,0.8625043555536274,0.9626573553456446,0.12124935234735092,3.372458342417512,0.3211771986961203,204.204,4.0,0.10204081632653061,,,,,False,False,False,PASS_PHOTOSWITCH_PROXY
